UUID,Last Name,First Name,Uci Net,Email,Phone,Citizen,Url,EPT Taken,EPT Reason,Test Score,Degree,Candidacy,Department,Gpa,Campus Ta,Campus Tayear,Ics398a,Ics398a Year,Academic Probation,Incomplete,Grade,Masters,Concentration,Submit Date,Position,Hired By,Hired Position,Area of Expertise,Programming,Past Experience,Course Prefs,Past Experience(|),Course Prefs(|),Courses,Courses(|),Verified,Activated,Finalized,poststamp,ICS Job
78085a63-5dfa-497c-88bb-090528d03af3,Smith22,Joe22,Smith22,Smith22@uci.edu,9495555571,FOR,http://Smith22.com,yes,,26 TOEFL,MS,no,Informatics,4,yes,2022,yes,2022 Fall,no,no,no,,MS in Software Engineering,4/25/2023,Either,,,"I consider my area of expertise to be Object Oriented Programming, Software Engineering and Backend Web Application Development.   I completed my undergraduate degree in Computer Science and I have good grades with core courses such as Object Oriented Programming, Software Engineering, Software Design, Computer Programming, Web Applications, ML, Distributed Systems.  For last 2 years, I was working in Industry as Member of Technical Staff for VMware, which required me to have strong fundamentals in Software Design, Java and Distributed Systems.   I have also completed IBM and Coding School’s 6 months Course - Intro to Quantum Computing.   I have plenty of teaching and evaluation experience. During my undergraduate degree, I have experience in teaching Object Oriented Programming to Freshman Students. After I graduated, I have been an external evaluator at my alma matter for online exams on Cloud Computing. I also delivered lectures to New College Graduates at VMware, where I taught them software design techniques used in VMware.","My coursework in my undergraduate degree included Java, SQL and Linux. I have 2 years of industry experience in JAVA and PSQL at VMware. I also have worked on Linux, MacOS for the same role. I have done extensive work on Python and Bash which included pipeline automation scripts and bootstrap scripts.",CourseTitleInstructorPositionWhenICS 45JProgramming in JavaProf. Vasundhara Rathod TA2018-winterINF 43Intro to Software Engineering Prof. Hadar ZivTA2022-fallINF 113Requirements Analysis&Engineering Prof. Emily NavarroTA2022-winter,CourseTakenGradeINF 113YAINF 43YA+INF 101NICS 53YA,I&C Sci 45J|Programming in Java|Prof. Vasundhara Rathod |TA|2018-winter|IN4MTX 43|Intro to Software Engineering |Prof. Hadar Ziv|TA|2022-fall|IN4MTX 113|Requirements Analysis&Engineering |Prof. Emily Navarro|TA|2022-winter||||||,IN4MATX 113|Y|A|IN4MATX 43|Y|A+|IN4MATX 101|N||I&C Sci 53|Y|A|,CourseTitleGrWhenSWE 295MOBILE SOFTWARE ENGA+202303SWE 234HUMAN ASPECTS OF SEA+202303ICS 399UNIVERSITY TEACHINGS202303SWE 214PROGRAM ANALYSISA202292SWE 211SOFTWARE ENGINEERNGA+202292ICS 399UNIVERSITY TEACHINGS202292ICS 398ATA TRAINING SEMINARS202292,SWE 295|MOBILE SOFTWARE ENG|A+|202303^SWE 234|HUMAN ASPECTS OF SE|A+|202303^ICS 399|UNIVERSITY TEACHING|S|202303^SWE 214|PROGRAM ANALYSIS|A|202292^SWE 211|SOFTWARE ENGINEERNG|A+|202292^ICS 399|UNIVERSITY TEACHING|S|202292^ICS 398A|TA TRAINING SEMINAR|S|202292,new,Activated,yes,2023-04-25 12:51:41,
e927875b-7aca-42a4-a387-867caee74e21,Smith28,Joe28,Smith28,Smith28@uci.edu,9495555577,FOR,http://Smith28.com,yes,,108/120,MS,no,Computer Science,4,no,,no,,no,no,no,,,4/22/2023,Either,,,"Area of expertise and qualifications:  1. I have extensive theoretical knowledge and practical experience in Object Oriented Programming, Java, Python, SQL and database concepts, JavaScript and Web development. 2. For the past 3 years before starting my masters, I worked as a full-stack Java Software Engineer at JPMorgan Chase, developing large-scale cloud-based software and data intensive solutions implementing various computer science concepts for a risk regulatory product at the bank. 3. Apart from using concepts of object oriented programming like abstraction, inheritance in my daily job, I also used various libraries and frameworks to implement databases, backend features to access and manipulate data and build intuitive user interfaces. 4. During ongoing masters, I have taken up courses like Operating Systems, Advanced Programming and Problem Solving, Data Structures and thus have an in-depth understanding of these. 5. Currently since winter quarter for my course’s capstone project, I am working in collaboration with SAP (software company) to develop dashboards which would help track and enhance their team’s software development process metrics and productivity. 6. Apart from above, I have experience in technical writing, clean documentation and public speaking. I have published research papers in IEEE Xplore (https://ieeexplore.ieee.org/document/8819667) and Springer (https://link.springer.com/chapter/10.1007/978-3-030-37218-7_97), served as editor for a technical magazine (https://viewer.joomag.com/ieee-byte-volume-3-issue-1/0091712001509473940?page=1) and documented extensively during my professional years as a software engineer. Currently I’m also studying a professional writing and communication course.   Owing to my technical expertise, I have also mentored student participants in hackathons like Hack @ UCI in past quarters to help them navigate blockers or technical challenges.  My GitHub - https://github.com/gambani-simran My resume for reference - https://bit.ly/3kboFV4  Teaching experience: During undergraduate, I was a Teaching Assistant for courses: Object Oriented Programming Methodology Programming Methodology and Data Structures Information and Network Security My responsibilities included:  - teaching concepts to the junior class and clearing doubts during office hours - preparing quizzes - assisting professor with grading homework, assignments, quiz as per rubrics - guiding students in assignments and project work - demonstrating sample projects to students for project work   At JPMorgan, I served as an adjunct faculty (online-mode) to train the incoming batch of graduate software engineers. I assisted in the training by clearing their doubts and guiding them in practical assignments related to Git, Java, database queries, REST APIs, multithreading and concurrency. Last year, I also took an online class for junior computer science students to teach them the basics of graph data structure and backtracking.  I worked as a Reader for EECS 70A (Network Analysis) and currently assigned as reader for its second part i.e. EECS 70B.","Java and SQL - Apart from studying object oriented programming in-depth during undergraduate, I worked as a Java Software Developer for 3 years at JPMorgan Chase. I developed and delivered end-to-end backend features using Java and its MVC frameworks. I used SQL and database concepts for storing and managing data in relational databases. Thus, I have extensive and in-depth knowledge of Java. Linux and Windows - I have extensively used Linux for past 6 years and I am proficient with Linux commands and bash scripting. I am well-versed with Windows operating system as well. C/C++ - I have some experience in them having done undergraduate projects and assignments using it. My other experiences - JavaScript, Python and its framework like Flask, Cloud technologies like AWS, MongoDB, Java database connectivity (JDBC), Apache Kafka. I have a pretty good hold on React, web concepts and distributed systems.","CourseTitleInstructorPositionWhenEECS 70ANETWORK ANALYSIS IDE FLAVIIS, F.Reader2023-winterEECS 70BNETWORK ANALYSIS IIDE FLAVIIS, F.Reader2023-winter",CourseTakenGradeINF 43NICS 139WNICS 45JNICS 32N,"EECS 70A|NETWORK ANALYSIS I|DE FLAVIIS, F.|Reader|2023-winter|EECS 70B|NETWORK ANALYSIS II|DE FLAVIIS, F.|Reader|2023-winter|||||||||||",IN4MATX 43|N||I&C SCI 139W|N||I&C SCI 45J|N||I&C SCI 32|N||,CourseTitleGrWhenCS 295PKEYSTONE PROJ CSA+202303CS 273PMACH LRN & DATA MINA202303CS 261PDATA STRUCTURESA202303CS 271PARTIFICIAL INTELLIGA202292CS 253PADV PROG PROB SOLVA+202292CS 238POPERATING SYSTEMSA202292,CS 295P|KEYSTONE PROJ CS|A+|202303^CS 273P|MACH LRN & DATA MIN|A|202303^CS 261P|DATA STRUCTURES|A|202303^CS 271P|ARTIFICIAL INTELLIG|A|202292^CS 253P|ADV PROG PROB SOLV|A+|202292^CS 238P|OPERATING SYSTEMS|A|202292,new,Activated,yes,2023-04-22 19:57:53,
77529643-465c-44ff-bfce-544ad91c7a22,Smith37,Joe37,Smith37,Smith37@uci.edu,9495555586,FOR,http://Smith37.com,yes,,102/120,MS,no,MCS,4,no,,no,,no,no,no,,,4/19/2023,Either,,,"Area of expertise and Qualifications: Data Structures and Algorithms, Programming, Database Management Systems, Software Engineering, Operating Systems Technologies: Java, Python, HTML, CSS, JavaScript, Angular, React, Node.js, SQL and NoSQL Databases I have industry experience working in Web Development and Full-Stack Development. I have experience in mentoring and guiding juniors. I was a student teaching assistant in my undergraduate for Maths course.","Java: 3-4 years of experience SQL: 3-4 years of experience Linux, Windows: 3-4 years of experience Knowledge of JavaScript, Web Development, SQL / NoSQL databases",CourseTitleInstructorPositionWhenEECS 111Systems Software (Operating System)Mohammed Al FaruqueReader2023-spring,CourseTakenGradeCS 143AY4.0ICS 45JY4.0ICS 31Y4.0ICS 46Y4.0,EECS 111|Systems Software (Operating System)|Mohammed Al Faruque|Reader|2023-spring||||||||||||||||,COMPSCI 143A|Y|4.0|I&C SCI 45J|Y|4.0|I&C SCI 31|Y|4.0|I&C SCI 46|Y|4.0|,CourseTitleGrWhenCS 295PKEYSTONE PROJ CSA+202303CS 273PMACH LRN & DATA MINA+202303CS 261PDATA STRUCTURESA202303CS 271PARTIFICIAL INTELLIGA202292CS 253PADV PROG PROB SOLVA+202292CS 238POPERATING SYSTEMSA202292,CS 295P|KEYSTONE PROJ CS|A+|202303^CS 273P|MACH LRN & DATA MIN|A+|202303^CS 261P|DATA STRUCTURES|A|202303^CS 271P|ARTIFICIAL INTELLIG|A|202292^CS 253P|ADV PROG PROB SOLV|A+|202292^CS 238P|OPERATING SYSTEMS|A|202292,new,Activated,yes,2023-04-19 16:21:42,
770ce5e5-694f-4fd1-bd12-376ddab4ba0a,Smith39,Joe39,Smith39,Smith39@uci.edu,9495555588,FOR,http://Smith39.com,yes,,8/9,MS,no,Computer Science,4,yes,,no,,no,no,no,,Computer Science,5/27/2023,Either,,,"Skilled in Computer Science, ASP.NET, Python, JavaScript, React.js, C++. I am well versed with the linux commands. I am a Software Engineer with 4 years of professional experience in developing software applications in various technologies.  I have mentored interns in my work at my previous company. I have developed optimized SSA based Compiler for a simple language under the Compilers course this Winter Quarter.  My areas of interest and expertise are:  Compilers Operating Systems Computer System Architecture Data Structures Computer Security","Java - 4/5 C++ 5/5 SQL - 5/5 Linux -4/5 Windows -4/5 VHDL - 3/5 Experience with C#, ASP.Net, Javascript I have knowledge of Operating Systems, Databases.",,CourseTakenGradeINF 43YAINF 172YA,||||||||||||||||||||,In4matx 43|Y|A|In4matx  172|Y|A|||||||,,,new,Activated,yes,2023-05-27 14:24:39,
8cf0bb36-47cc-4c14-9664-cc6c8403a1fc,Smith50,Joe50,Smith50,Smith50@uci.edu,9495555599,FOR,http://Smith50.com,yes,,106,MS,no,MCS,4,no,,enrolled,,no,no,no,,,4/23/2023,Either,,,"I consider myself an expert in various domains of computer science, with special qualifications in Data structures and Algorithms, Operating Systems, Databases, data science, Machine Learning, Deep Learning, Computer Networks, and Web development. In addition, I am proficient in various technologies, programming languages, and frameworks such as Python, C, C++, JAVA, SQL, Bash, Javascript, HTML, CSS, PyTorch, TensorFlow, Git, Keras, scikit-learn, MySQL, PostgreSQL, MongoDB, and REST APIs.  My deep understanding of Machine Learning and Deep Learning sets me apart in the field of computer science. I have worked on topics such as applied ML for healthcare, DL for Natural Language Processing, and Image recognition, and have research papers on these topics at international conferences such as ICMLA.  In terms of teaching, I have experience working as a teaching assistant at Solarillion Foundation, a research foundation in India. In this role, I mentored 10+ undergraduate students with their research and assignments in python and ML. I have also held office hours for handling students' doubts and questions. My experience as a teaching assistant has given me valuable experience in designing and delivering online courses.","I have a strong knowledge of Java as I took a course in object-oriented programming during my undergraduate studies, where I learned Java from basics to advanced concepts. I have also worked on multiple projects, including a learning management system and an online vacation planner, which involved using Java for web development and backend development.  For C/C++, I have been using them for around 6 years since high school and during my master's program. It is my primary programming language for competitive programming, and I have taken courses in my undergrad, including Operating Systems, Data Structures and Algorithms, and Computer Networks, where I used C/C++. I have also worked on course projects that involve C and C++.  I have extensive experience with Python, and it is the language where I have written the most lines of code. I have used it for multiple courses in my undergraduate and master's programs, and I mostly use it for my applied ML and deep learning research. I am also proficient in ML and DL libraries and frameworks such as PyTorch, scikit-learn, and TensorFlow.  Regarding SQL/Databases, I am extremely confident in my SQL knowledge and have been using it since high school. I am proficient in MySQL, PostgreSQL, and NoSQL databases such as MongoDB and AsterixDB. I also took a course in Databases and Database Management during my first quarter, which helped me refresh my knowledge of relational databases and become more confident in SQL. I have also used the above-mentioned projects in course projects during my undergraduate studies.  Finally, I have a highly proficient knowledge of Linux and took a course in Unix and shell programming during my undergraduate studies, where I gained an in-depth understanding of the Linux OS and different Linux commands. I have also been using Windows and macOS for several years, giving me a thorough knowledge of these operating systems as well.",,CourseTakenGradeICS 6BNICS 46NCS 143ANSTAT 67N,||||||||||||||||||||,I&C SCI 6B|N||I&C SCI 46|N||COMPSCI 143A|N||STATS 67|N||,CourseTitleGrWhenCS 295PKEYSTONE PROJ CSA+202303CS 273PMACH LRN & DATA MINA+202303CS 261PDATA STRUCTURESA202303CS 253PADV PROG PROB SOLVA+202292CS 238POPERATING SYSTEMSA202292CS 220PDATABAS & DATA MGMTA202292,CS 295P|KEYSTONE PROJ CS|A+|202303^CS 273P|MACH LRN & DATA MIN|A+|202303^CS 261P|DATA STRUCTURES|A|202303^CS 253P|ADV PROG PROB SOLV|A+|202292^CS 238P|OPERATING SYSTEMS|A|202292^CS 220P|DATABAS & DATA MGMT|A|202292,new,Activated,yes,2023-04-23 20:45:49,
0669bce9-243f-487f-9303-d9426ef2f0ea,Smith54,Joe54,Smith54,Smith54@uci.edu,9495555603,FOR,http://Smith54.com,yes,,105,PhD,no,Computer Science,4,yes,2022,yes,2022,no,no,no,"2020, Sharif University of Technology",AI,4/20/2023,Either,,,Machine Learning/Reinforcement Learning/Deep Learning Probabilistic Graphical Models Convex Optimization Information theory/Probability theory Data Structures and Algorithms/Analysis of Algorithms Programming/Coding,"Programming Languages:   Python: Advanced   C/C++, Java, bash, MATLAB, R, JS, HTML, CSS: Intermediate   C#: Beginner  Database:   PostgresSQL, Clickhouse: Beginner  Operating Systems:   Linux, MacOS: Intermediate   Windows: Beginner  I'm comfortable with deep learning, machine learning, data science, and graph libraries in python. Also, I have experience in web development(Django/Flask), app development (Android), and Parallel programming (OpenMP).",CourseTitleInstructorPositionWhenCS 178Machine Learning and Data Mining Padhraic SmythTA2022-fallCS 274ALearning in Graphical ModelsPadhraic SmythTA2023-winterCS 275PMachine Learning and Data Mining Gavin KerriganTA2023-springCS 274BGraphical ModelsErik SudderthReader2022-spring,CourseTakenGradeICS 6NYAICS 32YAICS 46YAICS 31YA,CS 178|Machine Learning and Data Mining |Padhraic Smyth|TA|2022-fall| CS 274A|Learning in Graphical Models|Padhraic Smyth|TA|2023-winter|CS 275P|Machine Learning and Data Mining |Gavin Kerrigan|TA|2023-spring| CS 274B |Graphical Models|Erik Sudderth|Reader|2022-spring|,I&C Sci   6N  |Y|A|I&C Sci   32|Y|A| I&C Sci   46|Y|A|I&C Sci   31|Y|A|,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202303CS 230DIST COMPUTER SYSA+202303STATS 220AADV PROB&STATTOPICSA202292ICS 399UNIVERSITY TEACHINGS202292ICS 398ATA TRAINING SEMINARS202292CS 244INTR EMBED UBIQ SYSA+202292ICS 399UNIVERSITY TEACHINGS202214CS 295BRAIN-INSPIRED LRNGA202214CS 261DATA STRUCTURESA202214,ICS 399|UNIVERSITY TEACHING|S|202303^CS 230|DIST COMPUTER SYS|A+|202303^STATS 220A|ADV PROB&STATTOPICS|A|202292^ICS 399|UNIVERSITY TEACHING|S|202292^ICS 398A|TA TRAINING SEMINAR|S|202292^CS 244|INTR EMBED UBIQ SYS|A+|202292^ICS 399|UNIVERSITY TEACHING|S|202214^CS 295|BRAIN-INSPIRED LRNG|A|202214^CS 261|DATA STRUCTURES|A|202214,new,Activated,yes,2023-04-20 12:53:25,
eb6e7c5f-51da-4c32-a947-fb9bfaed22d1,Smith56,Joe56,Smith56,Smith56@uci.edu,9495555605,FOR,http://Smith56.com,yes,,110,MS,no,Computer Science,4,no,,no,,no,no,no,,,4/19/2023,Either,,,"I am currently pursuing Masters of Computer Science. Relevant Courses: Algorithms with Applications, Advanced Programming and Problem Solving, Introduction to Artificial Intelligence.  Relevant Courses from my Bachelors include: Advanced Data Structures and Analysis of Algorithms, Automata Theory, Operating Systems, Computer Networks, Cryptography and Network Security, Cloud Computing Services, Artificial Intelligence, Information Retrieval, Software Engineering with Project Management.  I have experience with a wide range of programming languages and technologies, including • Programming languages: Java, C, C++, Python • Web Development: HTML, CSS, PHP, AJAX, JavaScript, React.js, Django, Flask • Artificial Intelligence: NumPy, Pandas, Matplotlib, OpenCV, Scikit-learn, Keras, TensorFlow, MATLAB • App Development: Swift, SwiftUI • Databases: MySQL, Oracle, MongoDB, Firebase • Cloud Technologies: AWS, Azure I have also developed a number of web and mobile applications.  I also have experience teaching online courses.  • Appointed as a Senior Mentor of DJ Init.Ai, the AI club of DJSCE; taught core concepts of AI, wrote blogs, and mentored juniors on research projects.  I have published several research papers in this field:- Apple Leaves Diseases Detection Using Deep Convolutional Neural Networks and Transfer Learning Python, TensorFlow, Deep Learning, Computer Vision • Built a novel model for apple leaf disease detection to help farmers improve efficiency and reduce the costs of orchard management. • Performed data augmentation techniques and implemented an ensemble of DCNN models by leveraging transfer learning and fine-tuning for multilabel classification of apple leaves. • Authored and published a book chapter in Computer Vision and Machine Learning in Agriculture, Vol 2 in the Springer book series Algorithms for Intelligent Systems, DOI: 10.1007/978-981-16-9991-7_13.  Zero-shot approach for news and scholarly article classification Python, Machine Learning, Natural Language Processing • Suggested an approach to minimize computational costs and dependency on labeled data. • Employed a Zero-shot mechanism to classify BBC News articles and ArXiv scholarly articles into various unseen categories and compared it to the Multinomial Naïve Bayes model. • Authored and published a paper in IEEE International Conference on Advances in Computing,     Communication, and Control (ICAC3), 2021, pp. 1-5, DOI: 10.1109/ICAC353642.2021.9697327.  Sorting Algorithm using Radix tree and Binning Data Structures, Algorithms, Java • Proposed a new data sorting algorithm to sort numbers using radix tree and binning and observed that, the algorithm performed better than some ubiquitous algorithms on large datasets. • Published a chapter in Research Advances in Network Technologies, CRC Press ISBN: 9781032340487.  Visual Question Answering Python, TensorFlow, Deep Learning, Computer Vision, Natural Language Processing • Researched existing models, authored and published a paper titled ""Review of VQA: Datasets and Approaches in IEEE International Conference on Advances in Computing, Communication, and Control (ICAC3), 2021, pp. 1-6, DOI: 10.1109/ICAC353642.2021.9697283. • Constructed a multimodal system by integrating a pre-trained CNN and Bi-GRU.  Machine Learning Based Intrusion Detection System Python, Machine Learning • Programmed and compared various ML algorithms for anomaly-based intrusion detection. • Published a paper on the same in IEEE Fourth International Conference on Advances in Electronics, Computers and Communications (ICAECC), 2022, pp. 1-5, DOI: 10.1109/ICAECC54045.2022.9716648.","I have undergraduate and/or internship experience in Java, C, C++, VHDL, SQL and NoSQL Databases. I also have experience with Linux, Windows and macOS.",CourseTitleInstructorPositionWhenEECS 22Advanced C ProgrammingRainer DoemerReader2023-winterEECS 22LSoftware Engineering Project in CRainer DoemerReader2023-spring,CourseTakenGradeICS 31NICS 32NICS 45CNICS 33N,EECS 22|Advanced C Programming|Rainer Doemer|Reader|2023-winter|EECS 22L|Software Engineering Project in C|Rainer Doemer|Reader|2023-spring|||||||||||,ICS 31|N||ICS 32|N||ICS 45C|N||ICS 33|N||,CourseTitleGrWhenCS 295PKEYSTONE PROJ CSA+202303CS 273PMACH LRN & DATA MINA+202303CS 261PDATA STRUCTURESA202303CS 271PARTIFICIAL INTELLIGA+202292CS 260PALGORITHMSA202292CS 253PADV PROG PROB SOLVA+202292,CS 295P|KEYSTONE PROJ CS|A+|202303^CS 273P|MACH LRN & DATA MIN|A+|202303^CS 261P|DATA STRUCTURES|A|202303^CS 271P|ARTIFICIAL INTELLIG|A+|202292^CS 260P|ALGORITHMS|A|202292^CS 253P|ADV PROG PROB SOLV|A+|202292,new,Activated,yes,2023-04-19 16:11:18,
d044aed5-f6f3-4f44-9204-8a132daff5cc,Smith59,Joe59,Smith59,Smith59@uci.edu,9495555608,FOR,http://Smith59.com,no,Received an exemption,,PhD,no,Informatics,4,yes,2022,yes,2022,no,no,no,,,4/24/2023,TA,,,"Areas I have experience with: Data Science, Exploratory Data Analysis, Data Visualization, Data Pipeline Building, Machine Learning Modelling, Explainable AI (XAI), Qualitative Research Methods for Health Informatics  I have experience working as a TA for an introductory Python course as part of the Google Ignite-CS Program's chapter on my college (undergraduate) campus.","I have some experience with SQL but barely any experience with other languages (Java, VHDL, Scheme, C, C++, VHDL) listed.  I have the most experience with Windows, a bit of experience with Linux and barely any experience with macOS.  I have the most experience with Python and STATA and a bit of experience with R and Tableau.",CourseTitleInstructorPositionWhenICS 139WCRITICAL WRITING ON INFO TECHDarren DenenbergTA2022-fallINF 163Project in the Social and OrganizatMatthew BietzTA2023-winterINF 174Health Data AnalyticsKai ZhengTA2023-spring,CourseTakenGradeICS 139WNINF 172N,ICS 139W|CRITICAL WRITING ON INFO TECH|Darren Denenberg|TA|2022-fall|IN4MATX 163|Project in the Social and Organizat|Matthew Bietz|TA|2023-winter|IN4MATX 174|Health Data Analytics|Kai Zheng|TA|2023-spring||||||,I&C SCI 139W|N||IN4MATX 172|N||||||||,CourseTitleGrWhenINF 295INTRO HLTH IN4MATXA+202303INF 207SSEM RESRCH & WRITNGS202303INF 203QUAL RSCH MTHDSA202303ICS 399UNIVERSITY TEACHINGS202303INF 261SOC ANLY OF CMPTINGA+202292INF 201RES METH FOR IN4MTXA202292ICS 399UNIVERSITY TEACHINGS202292ICS 398ATA TRAINING SEMINARS202292,INF 295|INTRO HLTH IN4MATX|A+|202303^INF 207S|SEM RESRCH & WRITNG|S|202303^INF 203|QUAL RSCH MTHDS|A|202303^ICS 399|UNIVERSITY TEACHING|S|202303^INF 261|SOC ANLY OF CMPTING|A+|202292^INF 201|RES METH FOR IN4MTX|A|202292^ICS 399|UNIVERSITY TEACHING|S|202292^ICS 398A|TA TRAINING SEMINAR|S|202292,new,Activated,yes,2023-04-24 13:18:20,
8dfa1a58-a90e-4cda-b735-7f6b45b57e57,Smith63,Joe63,Smith63,Smith63@uci.edu,9495555612,FOR,http://Smith63.com,yes,,5/6 TOEP,MS,no,School of Engineering,4,enrolled,,yes,2022,no,no,no,No,MS in Computer Engineering,5/15/2023,Either,,,"I have a work experience of 5 years in building Secure systems using Golang, NodeJS,C++ & C language. Mainly focused on buffer overflows, active & passive attacks, PGP kind of authentication protocols, learnt a thing or two about Secure Boot & Secure storage. Along with that I have done below course in my undergraduate in IIT Delhi.    While working, I continued my studies. I engaged in Deep Reinforcement Learning at IISc Bangalore, scoring 8 given the need to manage the demands of my job. We have used TD learning to predict blockchain prices.    Machine Learning, Artificial Intelligence, Database Systems, Operating Systems, Parallel Programming, Embedded Systems, Computer Networks, Linear Algebra, Calculus, Data Structures, Computer Architecture, Block Chain.  I have worked as Lead Engineer for a startup & was involved in the different phases of fund raising, hiring right person & putting in processes to achieve it, working for a stable state to go public.   So working in 2 startup’s , one in Block chain & other a text extraction product startup I have a holistic view on product development in terms of micro service architecture.      Human computer interface is something I have first encountered in undergraduate where professor asked us to develop an AI agent that played game with Arthritis affected children mainly but can be used by anyone. I have attended couple of webinars on HCI as well.","I have a expert level experience in C++, Python. I have used SQL, Java in my work to build a subsystem of Deep Learning OCR system which churns huge amount image data uploaded into a web app. I also couple of projects building games using OpenGL, android studios. Hence, it gives a better student perspective while teaching or discussions or evaluation.   When working in software industry, I have become proficient in Line commands & automation of build, test pipeline, deployment environment. Apart from this, I have knowledge of various programming tools like VSCode, Eclipse, makefiles, Docker, Kubernetes  etc.   I have knowledge of frame works like ReactJs, Django, SpringBoot, Express JS, Node Js etc. Also I've built application on top of databases like MongoDb, PostGresSql, Redis and have deep understanding of micro services architecture and their pipelining.    Java : 5years, Python : 8 years, C++ : 8 years,  SQL : 5 years.  C : 8 years. VHDL : 1 year. HTML  CSS Javascript  NodeJs : 2 years ReactJs : 2 years  I have experience of using CentOS, Ubuntu, Windows, MacOS. I have experience of using MongoDB, PostGresSql",CourseTitleInstructorPositionWhenCS 178/CS 256Machine LearningSantanu MahapatraReader2019-fallINF 113Rest Analysis/ EngineeringEmily NavarroReader2022-winter,CourseTakenGradeCS 132Y9CS 178Y8CS 271Y6CS 143AY8,CS 178/CS 256|Machine Learning|Santanu Mahapatra|Reader|2019-fall|INF 113|Rest Analysis/ Engineering|Emily Navarro|Reader|2022-winter|||||||||||,CS 132|Y|9|CS 178|Y|8|CS 271|Y|6|CS 143A|Y|8|,,,new,Activated,yes,2023-05-15 19:18:45,
fa190e17-1006-402f-acd5-3eb0b18c8af3,Smith64,Joe64,Smith64,Smith64@uci.edu,9495555613,FOR,http://Smith64.com,yes,Plan to take it in the future,117/120,MS,no,MCS,4,enrolled,,enrolled,,no,no,no,,Computer Science,4/22/2023,Reader,,,"I consider Machine Learning to be my area of expertise in Computer Science. I have good knowledge and practical experience in the fields of Neural Networks and Machine Learning. I have keen interest and good proficiency in Mathematics. I also consider myself proficient in Algorithms and other aspects of Computer Science. I have an undergraduate degree in Computer Engineering from University of Mumbai, India. I do not have any experience teaching online courses.","I have intermediate experience in Java, C and C++. I also have some experience in SQL. I have good amount of experience in Windows. I also have intermediate experience in Linux. I do not have much experience in macOS. I have good amount of knowledge and experience in Python language and have developed many personal projects using Python.",CourseTitleInstructorPositionWhen---Reader--fall---Reader--fall---Reader--fall---Reader--fall,CourseTakenGradeCS 178Y9.5CS 273AY9.5-N--N-,-|-|-|Reader|--fall|-|-|-|Reader|--fall|-|-|-|Reader|--fall|-|-|-|Reader|--fall|,CompSci 178|Y|9.5|CompSci 273A|Y|9.5|-|N|-|-|N|-|,CourseTitleGrWhenCS 295PKEYSTONE PROJ CSA202303CS 273PMACH LRN & DATA MINA+202303CS 261PDATA STRUCTURESA202303CS 271PARTIFICIAL INTELLIGA202292CS 260PALGORITHMSA202292CS 253PADV PROG PROB SOLVA+202292,CS 295P|KEYSTONE PROJ CS|A|202303^CS 273P|MACH LRN & DATA MIN|A+|202303^CS 261P|DATA STRUCTURES|A|202303^CS 271P|ARTIFICIAL INTELLIG|A|202292^CS 260P|ALGORITHMS|A|202292^CS 253P|ADV PROG PROB SOLV|A+|202292,new,Activated,yes,2023-04-22 01:29:10,
