Last Name,First Name,Uci Net,Concentration,Area of Expertise,Programming,Past Experience,Courses Taken
Smith110,Joe110,Smith110,,"My areas of expertise are in Machine Learning, Embedded Systems and Telecommunications Experience:  Bachelors in Computer Engineering Masters in Electrical Engineering on Distributed Deep Learning 5 years industry experience in  R&D for Embedded Telecommunication / Intelligent Systems 3 Semesters of Undergrad TAship (C programming / Assembly programming) Strong focus on Probability and Statistics Coursework during 1st Year of PhD NO experience in online teaching","Languages: Proficient (3+ years of active development) in C/C++/Python/Bash Versed (1 years of active development) in Java No knowledge of VHDL, Scheme or SQL  OSs Professional and Personal use of Linux for 6+ years Rudimentary knowledge of Windows No knowledge of macOS",CourseTitleInstructorPositionWhenICS�45CC++Mustafa IbrahimTA2022-fallICS�45CC++Raymond KlefstadTA2023-winterICS�35CC++Raymond KlefstadTA2023-spring,
Smith111,Joe111,Smith111,MCS,"My area of expertise lies in people skills and teaching, where I derive great satisfaction from helping and contributing value to others. I possess exceptional communication skills that enable me to convey complex technical concepts in a clear and easily understandable manner. In the field of Computer Science, I am highly qualified, having ranked 7th in my undergraduate department and maintained a 4.0 GPA in my Masters program thus far. I have a strong academic background with A+/A grades in courses such as Digital Logic Design,Data Structures, Computer Organization and Architecture, Machine Learning, DBMS,Theory of Computation and Compiler Design, and OOPs Programming. I have hands-on experience with various programming languages such as Python, Java, and C++.  Furthermore, I have a strong balance of theoretical and practical knowledge and have previously taught and assisted my peers and younger siblings in various Computer Science subjects. I have also mentored junior team members and guided them in their professional development. At my previous job as a Software Engineer at PayPal, India, I delivered numerous knowledge sharing sessions and presentations to colleagues, highlighting my excellent teaching skills.  Although I haven't had the opportunity to teach online courses, I am always eager to learn and expand my skill set, staying updated with the latest advancements in the field by participating in hackathons, coding competitions, and taking online courses. Additionally, I am currently a reader for course EECS 50(Signals and Systems), which showcases my continued involvement in the field of Computer Science and my commitment to learning and teaching.","I have a strong background in Java, having worked with it since high school and using it extensively as a Software Engineer at PayPal where I primarily worked with Java and SpringBoot. I also have experience with other programming languages such as Python, C, C++, and SQL (Oracle and MySQL) acquired during my four years of undergraduate studies. In terms of operating systems, I have hands-on experience with Linux, as most of my undergraduate coursework required the use of Linux systems in the lab. I am also well-versed in using Windows, as all my personal computers have been windows-based. I have also gained 3 years of experience working on macOS during my time at PayPal. I also have experience with version control systems like Git and tools like JIRA, Confluence. I am always looking to expand my skill set and stay up-to-date with the latest advancements in the field.",CourseTitleInstructorPositionWhenEECS�50Signals and SystemsProf Syed JafarReader2023-spring,CourseTitleGrWhenCS�295PKEYSTONE PROJ CSA202303CS�273PMACH LRN & DATA MINA+202303CS�261PDATA STRUCTURESA202303CS�271PARTIFICIAL INTELLIGA202292CS�253PADV PROG PROB SOLVA+202292CS�238POPERATING SYSTEMSA202292
Smith112,Joe112,Smith112,MS Computer Science,"I have expertise in Data Structures and Algorithms, Machine Learning, and software development in general. I have done multiple projects and courses in the above fields. Since Fall 2021 I have been working under Prof. Yanning Shen in the area of Graph Based Reinforcement Learning and Graph Neural Networks. I have been employed and interned at multiple organisations working on projects related to software development and machine learning. For the past 3 years I have worked at Apple as a software engineer developing large scale applications for Apple Maps. One of my internships at Reflexis Systems was in the Data Science Team where we worked on applying different Machine Learning techniques for predicting the revenue generation of a BestBuy store depending on its location, weather, time of the year etc.","I am familiar with Java, C , C++, Python, Golang and SQL .  I have developed applications in JAVA, python and Golang during my previous projects/internships and also previous job at Apple.   I am highly familiar with Linux ( CentOS in particular ) and macOS systems. During my previous job at Apple I have worked on deploying applications on Linux  and macOS servers. I have experience in dealing with cloud platforms and I have setup platforms like Kubernetes on a large cluster of Linux servers.  In databases I have worked on PostgreSQL , MongoDB and redis.",CourseTitleInstructorPositionWhenCS�171INTRO ARTIFCL INTELKalev KaskTA2022-fallCS�295 INNOV & PRODUCT DEVDavid OchiTA2023-winterICS�166GAME DESIGNToby DoTA2023-spring,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303CS�263ANALYSIS OF ALGRTHMA202303ICS�399UNIVERSITY TEACHINGS202292CS�295INTRO TO AGTA+202292CS�265GRAPH ALGORITHMSA+202292CS�272STATISTICAL NLPA202214CS�261DATA STRUCTURESA202214CS�277CONTRL REINFC LEARNA+202203CS�230DIST COMPUTER SYSA+202203ICS�398ATA TRAINING SEMINARS202192CS�273AMACHINE LEARNINGA+202192CS�268INTRO OPTIMIZATIONA+202192CS�232CMPTR & COMM NTWRKSA+202192
Smith113,Joe113,Smith113,Computer Engineering,"I have expertise in Software Design, Software Architecture, Discrete Mathematics, Machine Learning, Data Structure, Algorithms, Compilers, Computer Architecture, Operating Systems, Robotics, Digital Design, Microprocessors, Computer Networks and Database Management. I am well-versed in programming languages like Python, C/C#/C++, SystemVerilog, Java, MySQL, Dot Net framework, Angular and MATLAB.  My qualifications in Computer Science are that I have worked as Software Engineer at Larsen and Toubro Infotech (LTI)for 1.5 years to gain industrial experience in the above-mentioned domains. I completed the above courses during my undergraduate years with good grades.   Yes, I have conducted offline (in-person) Robotics workshops during my undergraduate studies .","I successfully completed DotNet Full Stack Developer training at LTI. I have worked on and developed various SQL scripts, Stored Procedures and SSIS packages for retrieval and processing of data in the database using Mycrosoft SQL Server. I also, developed Web APIs for publisher and listener services using C#. I have worked on projects using Raspberry Pi which made me proficient in Python and Linux OS. I have also worked on Arduino and programmed various microcontrollers in C. I have also successfully completed a specialization course in Python on Coursera.",CourseTitleInstructorPositionWhenEECS�160AIntroduction To Control SystemsKeyue SmedleyReader2022-fallINF�115SW Testing and Quality AssuranceJames A. JonesReader2023-spring,
Smith114,Joe114,Smith114,"ML, NLP","1. Natural Language Processing, Text Generation, Multimodal Sentimental Analysis 2. Crosslingual Semantic Evaluation of Machine Translation is Published on 2021 NACCL,       Guided Automatic Python Code Generation is published on 2023 EACL Workshop 3.  N/A","1. Java-3 years, python-3 years, C++-1 year, SQL-1 year 2. Operated on the Ubuntu, macOS daily. 3. Matlab-2 years, Latex--2 years",CourseTitleInstructorPositionWhenCS�169Intro to OptimizationEric MjolsnessTA2022-fall,CourseTitleGrWhenCS�241ADV COMPILER CONSTRA+202303CS�230DIST COMPUTER SYSA202303CS�202APPLIED CRYPTYB+202303ICS�399UNIVERSITY TEACHINGS202292ICS�398ATA TRAINING SEMINARS202292CS�273AMACHINE LEARNINGA202292CS�206SCI COMPUTINGA202292
Smith115,Joe115,Smith115,Computer Vision,"I am now working with Prof. Xiaohui Xie in Computer Science department. My research focus on computer vision projects like 3D hand pose recognition or hand shape and mesh reconstruction. My previous research focus is mainly on two parts: wireless network resource optimization and networks economics. I got a 4.0 GPA in UCI and I am familiar with python and java coding. I took many lectures in CompSci and Stats department and got great score. Moreover, I did teaching assistance 2 quarters in CompSci 117 and CompSci 45C in 2023 winter and spring respectively.","I have much coding experience on java, python, matlab, HTML, CSS, javascript and SQL programming. I can skillfully use java for clasical algorithms and implement small-scale applications such as computers and backgammon games. I used the java web framework Springboot, React and database Mysql to implement a full-stack file management system.",CourseTitleInstructorPositionWhenICS�45CProgramming in C++Ray KlefstadTA2023-winterICS�117Project in Computer VisionCharless FowlkesTA2023-spring,
Smith116,Joe116,Smith116,,"My area of expertise is Machine learning and Data Science. My special qualifications include Internet-Of-Things and Embedded systems. I have also taken the following classes as an undergraduate: ICS 6B, ICS 6D, CS 132, CS 122A.  I have TA'd for ICS 33 online last Spring.","I have 3 years of experience with C and 1 year of experience with C ++. I have taken 3 C and 1 C ++ based programming classes during my undergrad.  C programming classes at UCI: EECS 20 (Intro to C.) , EECS 22 (Advanced C), EECS 22L (Project in C) C++ programming class at UCI: EECS 114 (Intro to Algorithms) I have very little experience with Java, VHDL, Scheme, and Unix.   I have been using windows computers for 10 years and have a fair amount of experience with the OS.",CourseTitleInstructorPositionWhenICS�33Intermediate ProgramingRichard Pattis Reader2020-fallICS�33Intermediate ProgramingRichard Pattis Reader2021-winterICS�33Intermediate ProgramingRichard Pattis TA2021-springICS�32Software LibrariesAlex ThorntonTA2022-winter,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202214CS�247COMPLX SW SYS: PROJA202214CS�295BLOCKCHAIN SYSTEMSB+202203CS�259SSEM DESIGN SCIENCES202203CS�221INFO RETRIEVALA+202203ICS�399UNIVERSITY TEACHINGS202192CS�284AAI IN BIO AND MEDA202192CS�232CMPTR & COMM NTWRKSA202192ICS�399UNIVERSITY TEACHINGS202114CS�290RESEARCH SEMINARS202114CS�216IMAGE UNDERSTANDINGA+202114CS�212MULTILMED SYS APPSA202114ICS�399UNIVERSITY TEACHINGS202103CS�290RESEARCH SEMINARS202103CS�295SYSTEMS AND MLA202103CS�230DIST COMPUTER SYSA202103ICS�399UNIVERSITY TEACHINGS202092ICS�398ATA TRAINING SEMINARS202092CS�290RESEARCH SEMINARS202092CS�273AMACHINE LEARNINGA202092CS�244INTR EMBED UBIQ SYSA+202092
Smith117,Joe117,Smith117,,"1. My area of expertise As a master's student in Software Engineering, my area of expertise lies primarily in software development, design, and maintenance. I have a strong foundation in programming languages such as Java and Python, as well as experience with web development using HTML, CSS, and JavaScript. My coursework and projects have also exposed me to various software engineering methodologies, such as Agile and Scrum, which I have employed in collaborative settings. Additionally, I have a deep understanding of software testing, quality assurance, and version control systems like Git. 2. My special qualifications in Computer Science a. Advanced Algorithms and Data Structures: I have a strong background in designing and analyzing algorithms, as well as in-depth knowledge of essential data structures. This enables me to develop efficient and effective solutions to complex problems. b. Software Architecture and Design Patterns: I have studied and implemented various architectural patterns and design principles in my projects, which has enabled me to create scalable, maintainable, and robust software solutions. c. Cloud Computing and DevOps: My experience with cloud platforms, such as AWS and Azure, has equipped me to develop and deploy cloud-based applications efficiently. I am also familiar with containerization technologies like Docker and Kubernetes, and have used them in combination with continuous integration and continuous deployment (CI/CD) practices. 3. Experience of teaching online courses While I have not formally taught any online courses, I have gained valuable experience in mentoring and guiding fellow students and peers during group projects and study sessions. I have also worked as a research assistant at the University of Manchester, and developed strong communication skills, making me well-suited for online teaching.","1. Experience I have with Java, VHDL, Scheme, C, C++, VHDL, and/or SQL languages As a software developer with one year of professional experience and currently pursuing my master's degree in Software Engineering, I have gained significant experience with several programming languages. My primary expertise lies in Java, Python and JavaScript, which I have used extensively in both my professional work and academic projects. I can read C and C++ program. Additionally, I have experience working with SQL, using it to manage and query relational databases. While I have not worked extensively with VHDL or Scheme, I have a basic understanding of these languages and am eager to expand my knowledge in these areas if required. 2. Experience with the Linux, Windows, and/or macOS operating systems I am proficient in using macOS, Windows and Linux operating systems. During my time as a software developer and as a student, I have used macOS as my primary desktop OS, becoming well-acquainted with its features and development environment. In addition, I have utilized Linux for various server-side applications and gained experience with command-line tools and shell scripting. While my experience with Windows is limited, I am confident in my ability to adapt quickly to new operating systems as needed. 3. Do you have other language, operating system, or database experience or knowledge worth noting? (Please Specify) I have experience working with Python and JavaScript (React, Node.js), which I have used in web development and scripting tasks. I am also familiar with NoSQL databases, such as MongoDB, which I have employed in some of my projects to handle unstructured data. Furthermore, I have gained knowledge of cloud computing platforms like Azure, using them to deploy and manage applications and infrastructure.",,CourseTitleGrWhenSWE�264PDIST SW ARCHITECTA202303SWE�262PPROGRAMMING STYLESA+202303SWE�261PSW TEST & DEBUGA+202303SWE�290PADVISEMENTS202292SWE�250PWEB PROGRAMMINGA+202292SWE�246PMOBILE PROGRAMMINGA+202292SWE�245PGUI PROGRAMMINGA+202292SWE�243PDATABASE PROGRAMA+202292SWE�241PAPPL DATA STR & ALGA+202292SWE�240PDATA STRUCTURESA+202292
Smith118,Joe118,Smith118,Software Engineering,"The area of my expertise in computer science are as follows: 1. Software Engineering 2. Software Testing 3. Program Analysis 4. Software Design 5. Database  No, I do not have experience teaching online courses.","4 years of experience with Java 4 years of experience with C/C++ 5 years of experience with SQL languages 5 years of experience with Linux and macOS  Additional Experiences:  I have 6 years of experience building enterprise web applications using Node.js, Vue.js, MongoDB, and PostgreSQL. I have 2 years of experience with docker, Kubernetes, and elasticsearch platforms. I also have 3 years of experience with AMQP and rabbitMQ.",CourseTitleInstructorPositionWhenINF�115Software TestingIftekhar AhmedTA2022-fall,CourseTitleGrWhenSWE�295MOBILE SOFTWARE ENGA+202303ICS�399UNIVERSITY TEACHINGS202303SWE�214PROGRAM ANALYSISA202292ICS�399UNIVERSITY TEACHINGS202292ICS�398ATA TRAINING SEMINARS202292
Smith119,Joe119,Smith119,Computer Graphics,"My area of expertise would in Computer Graphics, though I am also familiar with machine learning / AI, mathematics, and cognitive science from my undergraduate specializations and previous research experience.    I don't have any experience teaching online courses. Outside of UCI, I have TA'ed for one university class at UCSD (Brain-Computing Interfaces) and a couple years worth of middle school and high school Common Core mathematics.","I'm very comfortable in working with C++, Unix, and Python from various projects, courses, and some research work. I'm somewhat familiar in Java and C.  I have not used VHDL or Scheme before.  I've grown up using Windows Operating systems for a long time, so I'm quite used to working with them.","CourseTitleInstructorPositionWhenICS�32APython Programming with LibrariesThornton, AlexTA2018-fallICS�32Programming with Software LibrariesThornton, AlexTA2019-winterICS�6NComputational Linear AlgebraGago Masague, SergioTA2019-fallICS�33Intermediate ProgrammingWatkinson, NeftaliTA2019-summer",CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202292CS�219SSEM GRAPH AND VISS202292ICS�399UNIVERSITY TEACHINGS202214ICS�399UNIVERSITY TEACHINGS202203ICS�399UNIVERSITY TEACHINGS202192ICS�399UNIVERSITY TEACHINGS202114ICS�399UNIVERSITY TEACHINGS202103CS�290RESEARCH SEMINARS202103ICS�399UNIVERSITY TEACHINGS202092CS�290RESEARCH SEMINARS202092ICS�399UNIVERSITY TEACHINGS202014CS�213INTRO TO VIS PERCEPA202014ICS�399UNIVERSITY TEACHINGS202003CS�221INFO RETRIEVALA+202003CS�211BCOMPGRPHC &VISULZTNA202003ICS�399UNIVERSITY TEACHINGS201992CS�295REINFORCMT LEARNINGA201992CS�243HIGH PERFRMCE ARCHA201992ICS�399UNIVERSITY TEACHINGS201914CS�217LIGHT&GEO COMP VISNB+201914CS�211AVISUAL COMPUTINGA201914ICS�399UNIVERSITY TEACHINGS201903CS�274CNRL NTWKS&DEEP LRNGB+201903CS�273AMACHINE LEARNINGA-201903ICS�399UNIVERSITY TEACHINGS201892ICS�398ATA TRAINING SEMINARS201892CS�268INTRO OPTIMIZATIONB+201892CS�260FUND ALGORITHMSA-201892
Smith120,Joe120,Smith120,Computer Science,"1. What do you consider your area of expertise? As a Master of Computer Science student at UCI, my area of expertise lies in software development, with a strong background in front-end and back-end development using Python, Java, and JavaScript. I also have a comprehensive understanding of statistical analysis, machine learning, and data analysis, which I have further honed through my coursework and professional experience.  2. In Computer Science, what are your special qualifications? I have achieved a 4.0 overall GPA in my Master's program and have excelled in courses such as Operating Systems, Data Structures, Machine Learning, and Artificial Intelligence, receiving full grades and near-perfect scores on tests. Additionally, I have a passion for statistical analysis and have even written blog posts on the topic related to financial data analysis as a hobby. My professional experience at Barclays has further enriched my technical expertise and deepened my understanding of software development practices.  3. Do you have experience teaching online courses? Yes, I have experience in teaching as a grader for the Paul Merage LDI program during the Winter 2023 term. This experience involved solving doubts during office hours and providing valuable feedback on individual assignments to help students improve their understanding of the subject matter. Additionally, I have previously served as an assistant for front-end development during my undergraduate studies and mentored junior colleagues in a professional work environment. These experiences have strengthened my commitment to delivering high-quality work and have equipped me with the necessary skills to effectively engage with students in an online learning environment.","I am highly proficient in Java, Python, and JavaScript, with a deep understanding of their syntax, libraries, and frameworks. I have hands-on experience with various relational and non-relational databases, including MySQL, Postgres, and MongoDB, and can design and optimize database structures to meet specific requirements. Additionally, I have extensive experience working with Windows and Linux operating systems, including command-line interfaces and system administration tasks.  As part of my ongoing professional development, I am currently pursuing the AWS Certified Developer Associate certification, which will further enhance my skills in cloud computing and deployment. I am also actively involved in a capstone project that involves utilizing React Native for mobile application development and deploying the application to the cloud, providing me with practical experience in modern web and cloud technologies.  Furthermore, I am also a proficient technical writer, having written blog posts on the financial and statistical analysis of cryptocurrencies in recent times. This showcases my ability to effectively communicate complex technical concepts to a wider audience and demonstrates my strong written communication skills.  Overall, my diverse technical expertise in programming languages, databases, operating systems, and cloud computing, along with my skills in technical writing, make me well-equipped to handle a wide range of tasks and responsibilities as a grader or teaching assistant in the field of computer science.",CourseTitleInstructorPositionWhenLDI�(MERAGE)Certificate in AI FundamentalsMultiple InstructorsReader2023-winter,CourseTitleGrWhenCS�295PKEYSTONE PROJ CSA202303CS�273PMACH LRN & DATA MINA+202303CS�261PDATA STRUCTURESA202303CS�271PARTIFICIAL INTELLIGA202292CS�253PADV PROG PROB SOLVA+202292CS�238POPERATING SYSTEMSA202292
Smith121,Joe121,Smith121,,"My area of expertise is mainly Machine Learning. I have experience in developing end-to-end machine learning pipelines for tasks such as arrhythmia detection, anomaly detection, health monitoring, and tweet check worthiness using various machine learning models and frameworks like TensorFlow, PyTorch,and Scikit-learn. I have also published papers in this field and achieved improved accuracy and efficiency for these tasks. I am skilled in multiple programming languages, including Python, C/C++, Java, Bash, SQL, NoSQL, JavaScript, HTML, and CSS. This expertise allows me to develop robust software applications, perform data analysis, and build websites. I also have experience working with embedded devices like Arduino and Raspberry Pi. This knowledge of embedded systems allows me to work on projects that involve hardware-software integration and low-level programming. I have worked as a high school teacher for subjects such as Computer Science, Chemistry, and Physics. The school worked in a hybrid system, so I taught half the classes online and rest in person. I also have held a Teaching Assistant position in a Lab where I taught machine learning with python and reviewed projects virtually.","I have used Java as part of my undergraduate course and to develop an android mobile application to detect text from images. I have used C in various embedded projects and learned it as a part of multiple undergraduate course. I have experience using C++ for an undergraduate course. I have learnt and used SQL as a part of my graduate database course.. I have used ubuntu as my primary operating system for three years. I currently use macOS as my primary operating system. I have also used windows throughout my childhood. I am proficient with Python and have used it in multiple projects for Machine Learning, Website development, and Drone Control. I have experience using NoSQL databases and currently use MongoDB for my capstone project. I also know languages such as Bash, JavaScript, HTML, and CSS. I have experience working with embedded systems such as Arduino, Raspberry Pi, and Atmel mircrocontrollers. I have research experience with Machine Learning. I am proficient with Data Structures and Algorithms.",,CourseTitleGrWhenCS�295PKEYSTONE PROJ CSA+202303CS�273PMACH LRN & DATA MINA+202303CS�261PDATA STRUCTURESA202303CS�253PADV PROG PROB SOLVA+202292CS�238POPERATING SYSTEMSA-202292CS�220PDATABAS & DATA MGMTA202292
Smith122,Joe122,Smith122,EECS,"Programming, logical thinking and aptitude I consider them as my strong suite and I strongly believe if you are good at these you can become a great programmer. I was a reader in the EECS department for the fall 2022 quarter and right now I am working in the ICS department as a reader for the course IN4MATX 141 under professor Alberto, I do have some teaching experience, I used to teach mathematics and computer science to high school students back in India during my holidays. I really like to interact with students and solve their doubts. I would love to work as a TA this quarter and I prefer the TA role, if that is not possible I am also happy to work as a reader.","I have good academic experience with Python, C and Java programming languages in my high school and in my bachelors, I have worked and developed so many projects using these programming languages. I am familiar with Windows, MacOS and Linux as well. I am also good at embedded systems, I have some experience with Unreal engine and blender","CourseTitleInstructorPositionWhenEECS�70BNetwork Analysis IIThomas KetseoglouReader2022-fallCS�121INFRMTION RETRIEVAL KRONE MARTINS, A.Reader2023-winterCS�121INFRMTION RETRIEVAL KRONE MARTINS, A.Reader2023-spring",
Smith123,Joe123,Smith123,,"Area of expertise: Security, cryptography, networks, mathematics Teaching assistant for 6 quarters, some hybrid office hours. In the past tutored both online and in person.","4 semesters of courses using Java, 1 course Python, 1 course C. Little experience with Linux. No experience with macOS. Wireshark, GNS3",CourseTitleInstructorPositionWhenCS�132Computer NetworksScott JordanTA2021-fallCS�232PComputer and Communication NetworksMagda El ZarkiTA2023-winterCS�296PCapstone Professional Writing and CNils RandrupTA2022-springCS�134Computer and Networks SecurityGene TsudikTA2023-spring,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303CS�250ACMPTR SYS ARCHITECTA-202303CS�230DIST COMPUTER SYSA+202303ICS�399UNIVERSITY TEACHINGS202292CS�273AMACHINE LEARNINGA202292CS�244INTR EMBED UBIQ SYSA+202292ICS�399UNIVERSITY TEACHINGS202214CS�203NTWK & DIST SYS SECA202214CS�202APPLIED CRYPTYA202214ICS�399UNIVERSITY TEACHINGS202203CS�260FUND ALGORITHMSA202203CS�241ADV COMPILER CONSTRA+202203ICS�399UNIVERSITY TEACHINGS202192ICS�398ATA TRAINING SEMINARS202192CS�232CMPTR & COMM NTWRKSA202192CS�201CRYPTO PROTOCOLSA+202192
Smith124,Joe124,Smith124,,"Algorithm Analysis and Data Structures Discrete Mathematics, Linear Algebra, Computer Graphics, boolean algebra. Theory of computation.  I have a strong mathematics background in computational as well as theoretical mathematics. This includes real analysis, topology, probability and statistical math, numerical analysis, and graph algorithms. I have background in group theory as well as in combinatorics.  * I have experience doing online office hours where I have helped students with their programming questions in ICS33","Most of my programming experience is in C++,C and python. I've done all my academic projects in C++, C and python where I used linux and windows when doing any self/academic projects. I have a github link to my academic projects.  https://github.com/nvela005?tab=repositories  I have experience with programming in C, I wrote a shell program in C++ where I implemented various functionalities like input output redirection, as well piping. I am well prepared to TA ICS53, I have also attended all the lectures for ics53 and I have worked on their projects as well.",CourseTitleInstructorPositionWhenICS�46Data Structure in C++Professor ShindlerTA2023-winterICS�33Intermediate ProgrammingProfessor PattisTA2022-winterICS�33Intermediate ProgrammingProfessor PattisTA2022-springCS�162Theory of ComputationProfessor ShindlerTA2023-spring,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303CS�263ANALYSIS OF ALGRTHMA202303CS�260FUND ALGORITHMSB202303CS�295GRAPH DATA ANALYSISB+202292CS�265GRAPH ALGORITHMSA-202292CS�232CMPTR & COMM NTWRKSB+202292CS�151DIGITAL LOG DESIGNA202292ICS�399UNIVERSITY TEACHINGS202214CS�211CREAL IMAGE SYNTHA-202214CS�211BCOMPGRPHC &VISULZTNA202214ICS�399UNIVERSITY TEACHINGS202203CS�295BLOCKCHAIN SYSTEMSA202203CS�241ADV COMPILER CONSTRA+202203ICS�399UNIVERSITY TEACHINGS202192CS�271INTRO ARTIFCL INTELA-202192CS�211AVISUAL COMPUTINGB+202192CS�201CRYPTO PROTOCOLSB+202192
Smith125,Joe125,Smith125,,"Having constantly been writing my research papers and a book chapter over the period of 4 years, I strongly feel I can handle the I&CS 139W very well. I have been TAing for EECS 30 and EECS 31l at UCI for over 2 years now including the summer quarters. These courses are very similar to I&CS 6B. I have been the TA for the course both when it was in person as well as online.","Am well versed in C, python, VHDL, verilog, assembly level programing",CourseTitleInstructorPositionWhenICS�139WCritical WritingShannon AlfaroTA2021-fallICS�139WCritical WritingShannon AlfaroTA2023-winterICS�139WCritical WritingShannon AlfaroTA2022-winterICS�139WCritical WritingNeil YoungTA2022-fall,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303CS�295INNOV & PRODUCT DEVA202303ICS�399UNIVERSITY TEACHINGS202292CS�284AAI IN BIO AND MEDA+202292CS�256SYSTEMS AND MLA202292CS�244INTR EMBED UBIQ SYSA+202292ICS�399UNIVERSITY TEACHINGS202214CS�274CNRL NTWKS&DEEP LRNGA202214CS�272STATISTICAL NLPA-202214STATS�205BAYES DATA ANALYSISA202203ICS�399UNIVERSITY TEACHINGS202203CS�260FUND ALGORITHMSB+202203ICS�399UNIVERSITY TEACHINGS202192ICS�398ATA TRAINING SEMINARS202192CS�271INTRO ARTIFCL INTELA202192CS�232CMPTR & COMM NTWRKSA202192CS�273AMACHINE LEARNINGA201903
Smith126,Joe126,Smith126,,I do research in computer security I do not have any experience in teaching online courses.,"I have experience in C++,C and VHDL. I have been using Linux for a long time.  I use windows in daily life. However, I do not have any specific background in Windows OS.",CourseTitleInstructorPositionWhenCS�143AOperating systemAnton BurtsevReader2019-fallCS�134Computer and Network SecurityQi Alfred ChenTA2022-fallCS�143BOperating system projectsMichael DillencourtTA2023-spring,CourseTitleGrWhenCS�238ADV OPERATING SYSA202214CS�295BLOCKCHAIN SYSTEMSB202203CS�260FUND ALGORITHMSA+202203CS�271INTRO ARTIFCL INTELA202192CS�206SCI COMPUTINGA202103CS�268INTRO OPTIMIZATIONA202092CS�295ADV COMP & NTWK SECA202014CS�241ADV COMPILER CONSTRB202003INF�295PROGRAM ANALYSISA201992ICS�399UNIVERSITY TEACHINGS201992ICS�398ATA TRAINING SEMINARS201992CS�273AMACHINE LEARNINGA201992
Smith127,Joe127,Smith127,"Algorithms, Data Science","I got many high grades in math, cryptography, and machine learning, for CS when I was an undergrad. I also have a paper on the Blockchain-healthcare system published when I was an undergrad. I am more interested in MCS courses since these courses are more focused on practical problems, I have a lot of experience in helping others solve programming problems. However, there is no MCS course plan released yet, so I put several undergraduate courses in my preference form. My research areas are healthcare informatics and machine learning.","I have 3-year experience in Python and basic SQL. I am familiar with Linux, Windows, and macOS. I am most familiar with Python. I am more interested in MCS courses since these courses are more focused on practical problems, I have a lot of experience in helping others solve programming problems. However, there is no MCS course plan released yet, so I put several undergraduate courses in my preference form.  My research work is on machine learning and program analysis.",CourseTitleInstructorPositionWhenCS�201PComputer SecurityMohammad I HusainTA2022-fallCS�145Embedded SoftwareIan HarrisTA2023-winterCS�145Embedded SoftwareIan HarrisTA2023-spring,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303CS�230DIST COMPUTER SYSA202303SWE�214PROGRAM ANALYSISA202292ICS�399UNIVERSITY TEACHINGS202292ICS�398ATA TRAINING SEMINARS202292CS�273AMACHINE LEARNINGB+202292
Smith128,Joe128,Smith128,Statistics,"I have a good understanding in Statistics and data analysis.  In 2020-2021, I used Tencent Conference (an App in China like Zoom in the US) to teach some high school students about English.",I can use R and SQL.,CourseTitleInstructorPositionWhenSTAT�67STATISTICS 67David ArmstrongReader2022-springSTAT�7BASIC STATISTICSLee KuceraTA2023-spring,CourseTitleGrWhenSTATS�295SPATIAL ANALYSISA-202292CS�206SCI COMPUTINGA202292STATS�280SEMINAR IN STATSS202214STATS�210CSTAT METHODS IIIB+202214STATS�200CINT PROB & STAT THYB+202214ICS�399UNIVERSITY TEACHINGS202214STATS�280SEMINAR IN STATSS202203STATS�210BSTAT METHODS IIA202203STATS�205BAYES DATA ANALYSISB+202203STATS�200BINT PROB & STAT THYB+202203STATS�295SCI COMP WITH RA+202192STATS�280SEMINAR IN STATSS202192STATS�210STATS METHODS IB+202192STATS�200AINT PROB & STAT THYB202192
Smith129,Joe129,Smith129,,"In computer science, I have done several projects in the area of applied machine learning. I've also taken a number of Computer Science courses (such as machine learning,  and artificial intelligence) at UCI. I have great engineering skills, such as debugging and optimizing algorithms. Additionally, I have great communication skills and also a solid foundation in mathematics. I have experience in mentoring online courses during my undergraduate years. I teach students Calculus I and Differential Equations online.",I have done projects with Java and Python so these are the most familiar languages to me. I have also taken data structure courses in C++ language. I am also familiar with the R language.  I am familiar with both Windows and MacOS operating systems.,CourseTitleInstructorPositionWhenCS�268POptimization Modeling Eric MjolsnessTA2022-fallCSE�90Systems Engineering and Tech CommunIrene GasskoTA2023-winterCS�171Intro to Artificial IntelligenceKalev KaskTA2023-spring,CourseTitleGrWhenCS�263ANALYSIS OF ALGRTHMA202303CS�230DIST COMPUTER SYSA202303ICS�398ATA TRAINING SEMINARS202292CS�273AMACHINE LEARNINGA-202292CS�271INTRO ARTIFCL INTELA202292CS�244INTR EMBED UBIQ SYSA202292
